representation,dataset_a,dataset_b,distance
selfsup,IXI,IXI,0.0
selfsup,IXI,MS-60,0.5686944424643747
selfsup,IXI,MSLesSeg,0.4422895165875578
selfsup,IXI,NFBS,0.4534736013585175
selfsup,IXI,NSK-GBM,0.49914654415542165
selfsup,IXI,OASIS-1,0.4968359147756737
selfsup,IXI,OASIS-2,0.49379855940322875
selfsup,IXI,UMF-PD,0.49936442110363904
selfsup,IXI,UPENN-GBM,0.4545119522305439
selfsup,MS-60,3D-MR-MS,0.5340637101119264
selfsup,MS-60,BGSP,0.6180719683410356
selfsup,MS-60,BraTS25-MEN,0.4881479710923209
selfsup,MS-60,BraTS25-MET,0.4643832362312223
selfsup,MS-60,BraTS25-SSA,0.5200786328376275
selfsup,MS-60,BrainMetShare,0.4842568412689408
selfsup,MS-60,EPISURG,0.544430531160896
selfsup,MS-60,ISLES22,0.5090615200025641
selfsup,MS-60,IXI,0.5686944424643747
selfsup,MS-60,MS-60,0.0
selfsup,MS-60,MSLesSeg,0.537627227502605
selfsup,MS-60,NFBS,0.510806473284087
selfsup,MS-60,NSK-GBM,0.5650202268334611
selfsup,MS-60,OASIS-1,0.5664559011634005
selfsup,MS-60,OASIS-2,0.5837676610556196
selfsup,MS-60,UMF-PD,0.5961247945901214
selfsup,MS-60,UPENN-GBM,0.5517946828533843
selfsup,MSLesSeg,3D-MR-MS,0.4607122244976649
selfsup,MSLesSeg,BGSP,0.5206559449865681
selfsup,MSLesSeg,BraTS25-MEN,0.32839743109476627
selfsup,MSLesSeg,BraTS25-MET,0.29190680084234766
selfsup,MSLesSeg,BraTS25-SSA,0.3576180530858621
selfsup,MSLesSeg,BrainMetShare,0.36372530297042577
selfsup,MSLesSeg,EPISURG,0.43201714527511453
selfsup,MSLesSeg,ISLES22,0.37485471469699855
selfsup,MSLesSeg,IXI,0.4422895165875578
selfsup,MSLesSeg,MS-60,0.537627227502605
selfsup,MSLesSeg,MSLesSeg,0.0
selfsup,MSLesSeg,NFBS,0.4327663205556411
selfsup,MSLesSeg,NSK-GBM,0.45692701877634273
selfsup,MSLesSeg,OASIS-1,0.4558029039739877
selfsup,MSLesSeg,OASIS-2,0.46896553198823393
selfsup,MSLesSeg,UMF-PD,0.5275541588637584
selfsup,MSLesSeg,UPENN-GBM,0.4604163835200465
selfsup,NFBS,3D-MR-MS,0.3995614699891471
selfsup,NFBS,BGSP,0.5228718097119269
selfsup,NFBS,BraTS25-MEN,0.33871604526550914
selfsup,NFBS,BraTS25-MET,0.26847627816192865
selfsup,NFBS,BraTS25-SSA,0.36662436957580985
selfsup,NFBS,BrainMetShare,0.3000782718141988
selfsup,NFBS,EPISURG,0.4246699514930709
selfsup,NFBS,ISLES22,0.25211865818470974
selfsup,NFBS,IXI,0.4534736013585175
selfsup,NFBS,MS-60,0.510806473284087
selfsup,NFBS,MSLesSeg,0.4327663205556411
selfsup,NFBS,NFBS,0.0
selfsup,NFBS,NSK-GBM,0.4945047465894819
selfsup,NFBS,OASIS-1,0.47218794930437746
selfsup,NFBS,OASIS-2,0.46272335253658
selfsup,NFBS,UMF-PD,0.4367121909289094
selfsup,NFBS,UPENN-GBM,0.46254025847504066
selfsup,NSK-GBM,3D-MR-MS,0.4547202705842076
selfsup,NSK-GBM,BGSP,0.5726756972530322
selfsup,NSK-GBM,BraTS25-MEN,0.4386874193531407
selfsup,NSK-GBM,BraTS25-MET,0.40310102585721985
selfsup,NSK-GBM,BraTS25-SSA,0.4648906395370635
selfsup,NSK-GBM,BrainMetShare,0.4730608217172087
selfsup,NSK-GBM,EPISURG,0.48146797419018206
selfsup,NSK-GBM,ISLES22,0.4255290555007323
selfsup,NSK-GBM,IXI,0.49914654415542165
selfsup,NSK-GBM,MS-60,0.5650202268334611
selfsup,NSK-GBM,MSLesSeg,0.45692701877634273
selfsup,NSK-GBM,NFBS,0.4945047465894819
selfsup,NSK-GBM,NSK-GBM,0.0
selfsup,NSK-GBM,OASIS-1,0.5227264063422843
selfsup,NSK-GBM,OASIS-2,0.5066326559851302
selfsup,NSK-GBM,UMF-PD,0.4726148106118288
selfsup,NSK-GBM,UPENN-GBM,0.5022176127346736
selfsup,OASIS-1,3D-MR-MS,0.4504550274589658
selfsup,OASIS-1,BGSP,0.5607127145882437
selfsup,OASIS-1,BraTS25-MEN,0.4315110313099517
selfsup,OASIS-1,BraTS25-MET,0.4002435986843483
selfsup,OASIS-1,BraTS25-SSA,0.4461567942867843
selfsup,OASIS-1,BrainMetShare,0.41173610671068916
selfsup,OASIS-1,EPISURG,0.4793227978712328
selfsup,OASIS-1,ISLES22,0.4325015889319593
selfsup,OASIS-1,IXI,0.4968359147756737
selfsup,OASIS-1,MS-60,0.5664559011634005
selfsup,OASIS-1,MSLesSeg,0.4558029039739877
selfsup,OASIS-1,NFBS,0.47218794930437746
selfsup,OASIS-1,NSK-GBM,0.5227264063422843
selfsup,OASIS-1,OASIS-1,0.0
selfsup,OASIS-1,OASIS-2,0.5110584107394415
selfsup,OASIS-1,UMF-PD,0.5255918725889732
selfsup,OASIS-1,UPENN-GBM,0.49098057294825764
selfsup,OASIS-2,3D-MR-MS,0.5116816863709743
selfsup,OASIS-2,BGSP,0.5665741540513708
selfsup,OASIS-2,BraTS25-MEN,0.433676394493695
selfsup,OASIS-2,BraTS25-MET,0.4188729922083938
selfsup,OASIS-2,BraTS25-SSA,0.44999744250962115
selfsup,OASIS-2,BrainMetShare,0.43747299323953026
selfsup,OASIS-2,EPISURG,0.48751185436663014
selfsup,OASIS-2,ISLES22,0.44044999239041566
selfsup,OASIS-2,IXI,0.49379855940322875
selfsup,OASIS-2,MS-60,0.5837676610556196
selfsup,OASIS-2,MSLesSeg,0.46896553198823393
selfsup,OASIS-2,NFBS,0.46272335253658
selfsup,OASIS-2,NSK-GBM,0.5066326559851302
selfsup,OASIS-2,OASIS-1,0.5110584107394415
selfsup,OASIS-2,OASIS-2,0.0
selfsup,OASIS-2,UMF-PD,0.5359469913920462
selfsup,OASIS-2,UPENN-GBM,0.49718696513967614
selfsup,UMF-PD,3D-MR-MS,0.4210569848563499
selfsup,UMF-PD,BGSP,0.5809239255812507
selfsup,UMF-PD,BraTS25-MEN,0.46105467641437253
selfsup,UMF-PD,BraTS25-MET,0.4117561000134101
selfsup,UMF-PD,BraTS25-SSA,0.44958235585527134
selfsup,UMF-PD,BrainMetShare,0.48664855261984574
selfsup,UMF-PD,EPISURG,0.4414123829302987
selfsup,UMF-PD,ISLES22,0.431591683877403
selfsup,UMF-PD,IXI,0.49936442110363904
selfsup,UMF-PD,MS-60,0.5961247945901214
selfsup,UMF-PD,MSLesSeg,0.5275541588637584
selfsup,UMF-PD,NFBS,0.4367121909289094
selfsup,UMF-PD,NSK-GBM,0.4726148106118288
selfsup,UMF-PD,OASIS-1,0.5255918725889732
selfsup,UMF-PD,OASIS-2,0.5359469913920462
selfsup,UMF-PD,UMF-PD,0.0
selfsup,UMF-PD,UPENN-GBM,0.4999427687238079
selfsup,UPENN-GBM,3D-MR-MS,0.47147812393343225
selfsup,UPENN-GBM,BGSP,0.5462379110251276
selfsup,UPENN-GBM,BraTS25-MEN,0.40351300205508417
selfsup,UPENN-GBM,BraTS25-MET,0.3817622067626034
selfsup,UPENN-GBM,BraTS25-SSA,0.4130942693498815
selfsup,UPENN-GBM,BrainMetShare,0.43037084993590796
selfsup,UPENN-GBM,EPISURG,0.44574221791750657
selfsup,UPENN-GBM,ISLES22,0.4119606962431111
selfsup,UPENN-GBM,IXI,0.4545119522305439
selfsup,UPENN-GBM,MS-60,0.5517946828533843
selfsup,UPENN-GBM,MSLesSeg,0.4604163835200465
selfsup,UPENN-GBM,NFBS,0.46254025847504066
selfsup,UPENN-GBM,NSK-GBM,0.5022176127346736
selfsup,UPENN-GBM,OASIS-1,0.49098057294825764
selfsup,UPENN-GBM,OASIS-2,0.49718696513967614
selfsup,UPENN-GBM,UMF-PD,0.4999427687238079
selfsup,UPENN-GBM,UPENN-GBM,0.0
