source,target,accuracy,representation
NSK-GBM,NSK-GBM,1.0,brainfm
NSK-GBM,OASIS-1,0.91,brainfm
NSK-GBM,OASIS-2,0.08305647840531562,brainfm
NSK-GBM,UMF-PD,0.15853658536585366,brainfm
NSK-GBM,UPENN-GBM,0.25,brainfm
UPENN-GBM,3D-MR-MS,0.4,brainfm
UPENN-GBM,BGSP,0.13278008298755187,brainfm
UPENN-GBM,BraTS25-MEN,0.33,brainfm
UPENN-GBM,BraTS25-MET,0.29333333333333333,brainfm
UPENN-GBM,BraTS25-SSA,0.45666666666666667,brainfm
UPENN-GBM,BrainMetShare,0.15333333333333332,brainfm
UPENN-GBM,EPISURG,0.7533333333333333,brainfm
UPENN-GBM,ISLES22,0.0,brainfm
UPENN-GBM,IXI,0.57,brainfm
UPENN-GBM,MS-60,0.3333333333333333,brainfm
UPENN-GBM,MSLesSeg,0.4633333333333333,brainfm
UPENN-GBM,NFBS,0.024,brainfm
UPENN-GBM,NSK-GBM,0.25,brainfm
UPENN-GBM,OASIS-1,0.006666666666666667,brainfm
UPENN-GBM,OASIS-2,0.4318936877076412,brainfm
UPENN-GBM,UMF-PD,0.3902439024390244,brainfm
UPENN-GBM,UPENN-GBM,1.0,brainfm
3D-MR-MS,3D-MR-MS,1.0,3dino_rand
3D-MR-MS,BGSP,0.0,3dino_rand
3D-MR-MS,BraTS25-MEN,0.51,3dino_rand
3D-MR-MS,BraTS25-MET,0.5866666666666667,3dino_rand
3D-MR-MS,BraTS25-SSA,0.43666666666666665,3dino_rand
3D-MR-MS,BrainMetShare,0.47333333333333333,3dino_rand
3D-MR-MS,EPISURG,0.07666666666666666,3dino_rand
3D-MR-MS,ISLES22,0.452,3dino_rand
3D-MR-MS,IXI,0.43,3dino_rand
3D-MR-MS,MS-60,0.34444444444444444,3dino_rand
3D-MR-MS,MSLesSeg,0.5733333333333334,3dino_rand
3D-MR-MS,NFBS,0.944,3dino_rand
3D-MR-MS,NSK-GBM,0.5119047619047619,3dino_rand
3D-MR-MS,OASIS-1,0.0,3dino_rand
3D-MR-MS,OASIS-2,0.0,3dino_rand
3D-MR-MS,UMF-PD,0.0,3dino_rand
3D-MR-MS,UPENN-GBM,0.27,3dino_rand
BraTS25-MEN,3D-MR-MS,0.375,3dino_rand
BraTS25-MEN,BGSP,0.024896265560165973,3dino_rand
BraTS25-MEN,BraTS25-MEN,1.0,3dino_rand
BraTS25-MEN,BraTS25-MET,0.7633333333333333,3dino_rand
BraTS25-MEN,BraTS25-SSA,0.59,3dino_rand
BraTS25-MEN,BrainMetShare,0.42,3dino_rand
BraTS25-MEN,EPISURG,0.08,3dino_rand
BraTS25-MEN,ISLES22,0.652,3dino_rand
BraTS25-MEN,IXI,0.32,3dino_rand
BraTS25-MEN,MS-60,0.0,3dino_rand
BraTS25-MEN,MSLesSeg,0.2833333333333333,3dino_rand
BraTS25-MEN,NFBS,0.624,3dino_rand
BraTS25-MEN,NSK-GBM,0.4523809523809524,3dino_rand
BraTS25-MEN,OASIS-1,0.0,3dino_rand
BraTS25-MEN,OASIS-2,0.0,3dino_rand
BraTS25-MEN,UMF-PD,0.0,3dino_rand
BraTS25-MEN,UPENN-GBM,0.39666666666666667,3dino_rand
BraTS25-MET,3D-MR-MS,0.5333333333333333,3dino_rand
BraTS25-MET,BGSP,0.012448132780082987,3dino_rand
BraTS25-MET,BraTS25-MEN,0.8666666666666667,3dino_rand
BraTS25-MET,BraTS25-MET,1.0,3dino_rand
BraTS25-MET,BraTS25-SSA,0.6633333333333333,3dino_rand
BraTS25-MET,BrainMetShare,0.43333333333333335,3dino_rand
BraTS25-MET,EPISURG,0.08,3dino_rand
BraTS25-MET,ISLES22,0.764,3dino_rand
BraTS25-MET,IXI,0.48,3dino_rand
BraTS25-MET,MS-60,0.2222222222222222,3dino_rand
BraTS25-MET,MSLesSeg,0.5433333333333333,3dino_rand
BraTS25-MET,NFBS,0.696,3dino_rand
BraTS25-MET,NSK-GBM,0.44047619047619047,3dino_rand
BraTS25-MET,OASIS-1,0.0,3dino_rand
BraTS25-MET,OASIS-2,0.0,3dino_rand
BraTS25-MET,UMF-PD,0.0,3dino_rand
BraTS25-MET,UPENN-GBM,0.35,3dino_rand
BraTS25-SSA,3D-MR-MS,0.38333333333333336,3dino_rand
BraTS25-SSA,BGSP,0.004149377593360996,3dino_rand
BraTS25-SSA,BraTS25-MEN,0.7,3dino_rand
BraTS25-SSA,BraTS25-MET,0.63,3dino_rand
BraTS25-SSA,BraTS25-SSA,0.9966666666666667,3dino_rand
BraTS25-SSA,BrainMetShare,0.39,3dino_rand
BraTS25-SSA,EPISURG,0.06,3dino_rand
BraTS25-SSA,ISLES22,0.568,3dino_rand
BraTS25-SSA,IXI,0.505,3dino_rand
BraTS25-SSA,MS-60,0.2222222222222222,3dino_rand
BraTS25-SSA,MSLesSeg,0.44333333333333336,3dino_rand
BraTS25-SSA,NFBS,0.648,3dino_rand
BraTS25-SSA,NSK-GBM,0.44047619047619047,3dino_rand
BraTS25-SSA,OASIS-1,0.0,3dino_rand
BraTS25-SSA,OASIS-2,0.0,3dino_rand
BraTS25-SSA,UMF-PD,0.0,3dino_rand
BraTS25-SSA,UPENN-GBM,0.2633333333333333,3dino_rand
BrainMetShare,3D-MR-MS,0.3,3dino_rand
BrainMetShare,BGSP,0.1950207468879668,3dino_rand
BrainMetShare,BraTS25-MEN,0.3566666666666667,3dino_rand
BrainMetShare,BraTS25-MET,0.34,3dino_rand
BrainMetShare,BraTS25-SSA,0.38,3dino_rand
BrainMetShare,BrainMetShare,0.9833333333333333,3dino_rand
BrainMetShare,EPISURG,0.39666666666666667,3dino_rand
BrainMetShare,ISLES22,0.312,3dino_rand
BrainMetShare,IXI,0.1,3dino_rand
BrainMetShare,MS-60,0.1111111111111111,3dino_rand
BrainMetShare,MSLesSeg,0.25333333333333335,3dino_rand
BrainMetShare,NFBS,0.96,3dino_rand
BrainMetShare,NSK-GBM,0.2916666666666667,3dino_rand
BrainMetShare,OASIS-1,0.14,3dino_rand
BrainMetShare,OASIS-2,0.16611295681063123,3dino_rand
BrainMetShare,UMF-PD,0.13414634146341464,3dino_rand
BrainMetShare,UPENN-GBM,0.27,3dino_rand
MS-60,3D-MR-MS,0.3333333333333333,3dino_rand
MS-60,BGSP,0.0,3dino_rand
MS-60,BraTS25-MEN,0.37666666666666665,3dino_rand
MS-60,BraTS25-MET,0.3333333333333333,3dino_rand
MS-60,BraTS25-SSA,0.26666666666666666,3dino_rand
MS-60,BrainMetShare,0.25,3dino_rand
MS-60,EPISURG,0.0,3dino_rand
MS-60,ISLES22,1.0,3dino_rand
MS-60,IXI,0.26,3dino_rand
MS-60,MS-60,0.9944444444444445,3dino_rand
MS-60,MSLesSeg,0.4,3dino_rand
MS-60,NFBS,0.0,3dino_rand
MS-60,NSK-GBM,0.2976190476190476,3dino_rand
MS-60,OASIS-1,0.0,3dino_rand
MS-60,OASIS-2,0.0,3dino_rand
MS-60,UMF-PD,0.0,3dino_rand
MS-60,UPENN-GBM,0.2833333333333333,3dino_rand
MSLesSeg,3D-MR-MS,0.5833333333333334,3dino_rand
MSLesSeg,BGSP,0.02074688796680498,3dino_rand
MSLesSeg,BraTS25-MEN,0.35,3dino_rand
MSLesSeg,BraTS25-MET,0.38333333333333336,3dino_rand
MSLesSeg,BraTS25-SSA,0.17,3dino_rand
MSLesSeg,BrainMetShare,0.31666666666666665,3dino_rand
MSLesSeg,EPISURG,0.4066666666666667,3dino_rand
MSLesSeg,ISLES22,0.108,3dino_rand
MSLesSeg,IXI,0.525,3dino_rand
MSLesSeg,MS-60,0.23333333333333334,3dino_rand
MSLesSeg,MSLesSeg,1.0,3dino_rand
MSLesSeg,NFBS,0.992,3dino_rand
MSLesSeg,NSK-GBM,0.13690476190476192,3dino_rand
MSLesSeg,OASIS-1,0.056666666666666664,3dino_rand
MSLesSeg,OASIS-2,0.07641196013289037,3dino_rand
MSLesSeg,UMF-PD,0.10975609756097561,3dino_rand
MSLesSeg,UPENN-GBM,0.24666666666666667,3dino_rand
NSK-GBM,3D-MR-MS,0.48333333333333334,3dino_rand
NSK-GBM,BGSP,0.34024896265560167,3dino_rand
NSK-GBM,BraTS25-MEN,0.41333333333333333,3dino_rand
NSK-GBM,BraTS25-MET,0.41333333333333333,3dino_rand
NSK-GBM,BraTS25-SSA,0.36666666666666664,3dino_rand
NSK-GBM,BrainMetShare,0.19666666666666666,3dino_rand
NSK-GBM,EPISURG,0.11,3dino_rand
NSK-GBM,ISLES22,0.972,3dino_rand
NSK-GBM,IXI,0.745,3dino_rand
NSK-GBM,MS-60,0.3333333333333333,3dino_rand
NSK-GBM,MSLesSeg,0.4266666666666667,3dino_rand
NSK-GBM,NFBS,0.0,3dino_rand
NSK-GBM,NSK-GBM,1.0,3dino_rand
NSK-GBM,OASIS-1,0.023333333333333334,3dino_rand
NSK-GBM,OASIS-2,0.05647840531561462,3dino_rand
NSK-GBM,UMF-PD,0.2804878048780488,3dino_rand
NSK-GBM,UPENN-GBM,0.38666666666666666,3dino_rand
UPENN-GBM,3D-MR-MS,0.08333333333333333,3dino_rand
UPENN-GBM,BGSP,0.7178423236514523,3dino_rand
UPENN-GBM,BraTS25-MEN,0.4633333333333333,3dino_rand
UPENN-GBM,BraTS25-MET,0.44333333333333336,3dino_rand
UPENN-GBM,BraTS25-SSA,0.31,3dino_rand
UPENN-GBM,BrainMetShare,0.33666666666666667,3dino_rand
UPENN-GBM,EPISURG,0.5566666666666666,3dino_rand
UPENN-GBM,ISLES22,0.128,3dino_rand
UPENN-GBM,IXI,0.72,3dino_rand
UPENN-GBM,MS-60,0.3333333333333333,3dino_rand
UPENN-GBM,MSLesSeg,0.19333333333333333,3dino_rand
UPENN-GBM,NFBS,0.824,3dino_rand
UPENN-GBM,NSK-GBM,0.4107142857142857,3dino_rand
UPENN-GBM,OASIS-1,0.09,3dino_rand
UPENN-GBM,OASIS-2,0.3122923588039867,3dino_rand
UPENN-GBM,UMF-PD,0.4024390243902439,3dino_rand
UPENN-GBM,UPENN-GBM,1.0,3dino_rand
3D-MR-MS,3D-MR-MS,1.0,3dino_z
3D-MR-MS,BGSP,0.0,3dino_z
3D-MR-MS,BraTS25-MEN,0.45666666666666667,3dino_z
3D-MR-MS,BraTS25-MET,0.48,3dino_z
3D-MR-MS,BraTS25-SSA,0.5033333333333333,3dino_z
3D-MR-MS,BrainMetShare,0.17,3dino_z
3D-MR-MS,EPISURG,0.043333333333333335,3dino_z
3D-MR-MS,ISLES22,0.92,3dino_z
3D-MR-MS,IXI,0.47,3dino_z
3D-MR-MS,MS-60,0.2388888888888889,3dino_z
3D-MR-MS,MSLesSeg,0.62,3dino_z
3D-MR-MS,NFBS,0.272,3dino_z
3D-MR-MS,NSK-GBM,0.3392857142857143,3dino_z
3D-MR-MS,OASIS-1,0.0033333333333333335,3dino_z
3D-MR-MS,OASIS-2,0.0,3dino_z
3D-MR-MS,UMF-PD,0.17073170731707318,3dino_z
3D-MR-MS,UPENN-GBM,0.48,3dino_z
BraTS25-MEN,3D-MR-MS,0.4666666666666667,3dino_z
BraTS25-MEN,BGSP,0.0,3dino_z
BraTS25-MEN,BraTS25-MEN,1.0,3dino_z
BraTS25-MEN,BraTS25-MET,0.88,3dino_z
BraTS25-MEN,BraTS25-SSA,0.7333333333333333,3dino_z
BraTS25-MEN,BrainMetShare,0.5,3dino_z
BraTS25-MEN,EPISURG,0.02666666666666667,3dino_z
BraTS25-MEN,ISLES22,0.936,3dino_z
BraTS25-MEN,IXI,0.235,3dino_z
BraTS25-MEN,MS-60,0.08888888888888889,3dino_z
BraTS25-MEN,MSLesSeg,0.6566666666666666,3dino_z
BraTS25-MEN,NFBS,0.848,3dino_z
BraTS25-MEN,NSK-GBM,0.3392857142857143,3dino_z
BraTS25-MEN,OASIS-1,0.006666666666666667,3dino_z
BraTS25-MEN,OASIS-2,0.0,3dino_z
BraTS25-MEN,UMF-PD,0.0,3dino_z
BraTS25-MEN,UPENN-GBM,0.38666666666666666,3dino_z
BraTS25-MET,3D-MR-MS,0.39166666666666666,3dino_z
BraTS25-MET,BGSP,0.11618257261410789,3dino_z
BraTS25-MET,BraTS25-MEN,0.8666666666666667,3dino_z
BraTS25-MET,BraTS25-MET,1.0,3dino_z
BraTS25-MET,BraTS25-SSA,0.7733333333333333,3dino_z
BraTS25-MET,BrainMetShare,0.43,3dino_z
BraTS25-MET,EPISURG,0.09666666666666666,3dino_z
BraTS25-MET,ISLES22,0.824,3dino_z
BraTS25-MET,IXI,0.53,3dino_z
BraTS25-MET,MS-60,0.39444444444444443,3dino_z
BraTS25-MET,MSLesSeg,0.6133333333333333,3dino_z
BraTS25-MET,NFBS,0.832,3dino_z
BraTS25-MET,NSK-GBM,0.42857142857142855,3dino_z
BraTS25-MET,OASIS-1,0.11,3dino_z
BraTS25-MET,OASIS-2,0.009966777408637873,3dino_z
BraTS25-MET,UMF-PD,0.4146341463414634,3dino_z
BraTS25-MET,UPENN-GBM,0.3333333333333333,3dino_z
BraTS25-SSA,3D-MR-MS,0.4166666666666667,3dino_z
BraTS25-SSA,BGSP,0.0,3dino_z
BraTS25-SSA,BraTS25-MEN,0.81,3dino_z
BraTS25-SSA,BraTS25-MET,0.8033333333333333,3dino_z
BraTS25-SSA,BraTS25-SSA,1.0,3dino_z
BraTS25-SSA,BrainMetShare,0.36333333333333334,3dino_z
BraTS25-SSA,EPISURG,0.0033333333333333335,3dino_z
BraTS25-SSA,ISLES22,0.784,3dino_z
BraTS25-SSA,IXI,0.485,3dino_z
BraTS25-SSA,MS-60,0.2833333333333333,3dino_z
BraTS25-SSA,MSLesSeg,0.5466666666666666,3dino_z
BraTS25-SSA,NFBS,0.24,3dino_z
BraTS25-SSA,NSK-GBM,0.36904761904761907,3dino_z
BraTS25-SSA,OASIS-1,0.0,3dino_z
BraTS25-SSA,OASIS-2,0.0,3dino_z
BraTS25-SSA,UMF-PD,0.0,3dino_z
BraTS25-SSA,UPENN-GBM,0.4533333333333333,3dino_z
BrainMetShare,3D-MR-MS,0.25,3dino_z
BrainMetShare,BGSP,1.0,3dino_z
BrainMetShare,BraTS25-MEN,0.4166666666666667,3dino_z
BrainMetShare,BraTS25-MET,0.3933333333333333,3dino_z
BrainMetShare,BraTS25-SSA,0.30666666666666664,3dino_z
BrainMetShare,BrainMetShare,1.0,3dino_z
BrainMetShare,EPISURG,1.0,3dino_z
BrainMetShare,ISLES22,0.528,3dino_z
BrainMetShare,IXI,0.5,3dino_z
BrainMetShare,MS-60,0.18888888888888888,3dino_z
BrainMetShare,MSLesSeg,0.5933333333333334,3dino_z
BrainMetShare,NFBS,0.992,3dino_z
BrainMetShare,NSK-GBM,0.25,3dino_z
BrainMetShare,OASIS-1,0.9466666666666667,3dino_z
BrainMetShare,OASIS-2,1.0,3dino_z
BrainMetShare,UMF-PD,1.0,3dino_z
BrainMetShare,UPENN-GBM,0.25,3dino_z
MS-60,3D-MR-MS,0.3416666666666667,3dino_z
MS-60,BGSP,0.0,3dino_z
MS-60,BraTS25-MEN,0.25333333333333335,3dino_z
MS-60,BraTS25-MET,0.25,3dino_z
MS-60,BraTS25-SSA,0.26,3dino_z
MS-60,BrainMetShare,0.23333333333333334,3dino_z
MS-60,EPISURG,0.23666666666666666,3dino_z
MS-60,ISLES22,0.36,3dino_z
MS-60,IXI,0.05,3dino_z
MS-60,MS-60,1.0,3dino_z
MS-60,MSLesSeg,0.3,3dino_z
MS-60,NFBS,0.288,3dino_z
MS-60,NSK-GBM,0.375,3dino_z
MS-60,OASIS-1,0.23333333333333334,3dino_z
MS-60,OASIS-2,0.0033222591362126247,3dino_z
MS-60,UMF-PD,0.06097560975609756,3dino_z
MS-60,UPENN-GBM,0.25,3dino_z
MSLesSeg,3D-MR-MS,0.475,3dino_z
MSLesSeg,BGSP,1.0,3dino_z
MSLesSeg,BraTS25-MEN,0.6366666666666667,3dino_z
MSLesSeg,BraTS25-MET,0.67,3dino_z
MSLesSeg,BraTS25-SSA,0.5566666666666666,3dino_z
MSLesSeg,BrainMetShare,0.5433333333333333,3dino_z
MSLesSeg,EPISURG,0.8533333333333334,3dino_z
MSLesSeg,ISLES22,0.876,3dino_z
MSLesSeg,IXI,0.63,3dino_z
MSLesSeg,MS-60,0.39444444444444443,3dino_z
MSLesSeg,MSLesSeg,1.0,3dino_z
MSLesSeg,NFBS,0.96,3dino_z
MSLesSeg,NSK-GBM,0.44047619047619047,3dino_z
MSLesSeg,OASIS-1,0.99,3dino_z
MSLesSeg,OASIS-2,0.9700996677740864,3dino_z
MSLesSeg,UMF-PD,1.0,3dino_z
MSLesSeg,UPENN-GBM,0.38333333333333336,3dino_z
NSK-GBM,3D-MR-MS,0.3333333333333333,3dino_z
NSK-GBM,BGSP,0.0,3dino_z
NSK-GBM,BraTS25-MEN,0.31,3dino_z
NSK-GBM,BraTS25-MET,0.2966666666666667,3dino_z
NSK-GBM,BraTS25-SSA,0.25,3dino_z
NSK-GBM,BrainMetShare,0.5566666666666666,3dino_z
NSK-GBM,EPISURG,0.37333333333333335,3dino_z
NSK-GBM,ISLES22,0.192,3dino_z
NSK-GBM,IXI,0.375,3dino_z
NSK-GBM,MS-60,0.03888888888888889,3dino_z
NSK-GBM,MSLesSeg,0.17666666666666667,3dino_z
NSK-GBM,NFBS,0.992,3dino_z
NSK-GBM,NSK-GBM,1.0,3dino_z
NSK-GBM,OASIS-1,0.7333333333333333,3dino_z
NSK-GBM,OASIS-2,0.009966777408637873,3dino_z
NSK-GBM,UMF-PD,0.04878048780487805,3dino_z
NSK-GBM,UPENN-GBM,0.5,3dino_z
UPENN-GBM,3D-MR-MS,0.375,3dino_z
UPENN-GBM,BGSP,0.7593360995850622,3dino_z
UPENN-GBM,BraTS25-MEN,0.6433333333333333,3dino_z
UPENN-GBM,BraTS25-MET,0.5766666666666667,3dino_z
UPENN-GBM,BraTS25-SSA,0.49,3dino_z
UPENN-GBM,BrainMetShare,0.45666666666666667,3dino_z
UPENN-GBM,EPISURG,0.8866666666666667,3dino_z
UPENN-GBM,ISLES22,0.624,3dino_z
UPENN-GBM,IXI,0.985,3dino_z
UPENN-GBM,MS-60,0.37222222222222223,3dino_z
UPENN-GBM,MSLesSeg,0.5233333333333333,3dino_z
UPENN-GBM,NFBS,0.928,3dino_z
UPENN-GBM,NSK-GBM,0.5535714285714286,3dino_z
UPENN-GBM,OASIS-1,0.77,3dino_z
UPENN-GBM,OASIS-2,0.43853820598006643,3dino_z
UPENN-GBM,UMF-PD,0.8414634146341463,3dino_z
UPENN-GBM,UPENN-GBM,1.0,3dino_z
3D-MR-MS,3D-MR-MS,1.0,untrained_pct
3D-MR-MS,BGSP,0.0,untrained_pct
3D-MR-MS,BraTS25-MEN,0.47,untrained_pct
3D-MR-MS,BraTS25-MET,0.48333333333333334,untrained_pct
3D-MR-MS,BraTS25-SSA,0.26,untrained_pct
3D-MR-MS,BrainMetShare,0.2,untrained_pct
3D-MR-MS,EPISURG,0.17666666666666667,untrained_pct
3D-MR-MS,ISLES22,0.204,untrained_pct
3D-MR-MS,IXI,0.465,untrained_pct
3D-MR-MS,MS-60,0.0,untrained_pct
3D-MR-MS,MSLesSeg,0.19666666666666666,untrained_pct
3D-MR-MS,NFBS,0.464,untrained_pct
3D-MR-MS,NSK-GBM,0.30357142857142855,untrained_pct
3D-MR-MS,OASIS-1,0.0033333333333333335,untrained_pct
3D-MR-MS,OASIS-2,0.0,untrained_pct
3D-MR-MS,UMF-PD,0.0,untrained_pct
3D-MR-MS,UPENN-GBM,0.4066666666666667,untrained_pct
BraTS25-MEN,3D-MR-MS,0.30833333333333335,untrained_pct
BraTS25-MEN,BGSP,0.6721991701244814,untrained_pct
BraTS25-MEN,BraTS25-MEN,1.0,untrained_pct
BraTS25-MEN,BraTS25-MET,0.9066666666666666,untrained_pct
BraTS25-MEN,BraTS25-SSA,0.64,untrained_pct
BraTS25-MEN,BrainMetShare,0.28,untrained_pct
BraTS25-MEN,EPISURG,0.06333333333333334,untrained_pct
BraTS25-MEN,ISLES22,0.716,untrained_pct
BraTS25-MEN,IXI,0.555,untrained_pct
BraTS25-MEN,MS-60,0.37777777777777777,untrained_pct
BraTS25-MEN,MSLesSeg,0.49333333333333335,untrained_pct
BraTS25-MEN,NFBS,0.56,untrained_pct
BraTS25-MEN,NSK-GBM,0.3273809523809524,untrained_pct
BraTS25-MEN,OASIS-1,0.04666666666666667,untrained_pct
BraTS25-MEN,OASIS-2,0.006644518272425249,untrained_pct
BraTS25-MEN,UMF-PD,0.012195121951219513,untrained_pct
BraTS25-MEN,UPENN-GBM,0.43,untrained_pct
BraTS25-MET,3D-MR-MS,0.43333333333333335,untrained_pct
BraTS25-MET,BGSP,0.14107883817427386,untrained_pct
BraTS25-MET,BraTS25-MEN,0.88,untrained_pct
BraTS25-MET,BraTS25-MET,1.0,untrained_pct
BraTS25-MET,BraTS25-SSA,0.5766666666666667,untrained_pct
BraTS25-MET,BrainMetShare,0.2966666666666667,untrained_pct
BraTS25-MET,EPISURG,0.0,untrained_pct
BraTS25-MET,ISLES22,0.804,untrained_pct
BraTS25-MET,IXI,0.35,untrained_pct
BraTS25-MET,MS-60,0.32222222222222224,untrained_pct
BraTS25-MET,MSLesSeg,0.44666666666666666,untrained_pct
BraTS25-MET,NFBS,0.104,untrained_pct
BraTS25-MET,NSK-GBM,0.375,untrained_pct
BraTS25-MET,OASIS-1,0.0,untrained_pct
BraTS25-MET,OASIS-2,0.0,untrained_pct
BraTS25-MET,UMF-PD,0.0,untrained_pct
BraTS25-MET,UPENN-GBM,0.42333333333333334,untrained_pct
BraTS25-SSA,3D-MR-MS,0.26666666666666666,untrained_pct
BraTS25-SSA,BGSP,0.18672199170124482,untrained_pct
BraTS25-SSA,BraTS25-MEN,0.56,untrained_pct
BraTS25-SSA,BraTS25-MET,0.5633333333333334,untrained_pct
BraTS25-SSA,BraTS25-SSA,1.0,untrained_pct
BraTS25-SSA,BrainMetShare,0.14,untrained_pct
BraTS25-SSA,EPISURG,0.23666666666666666,untrained_pct
BraTS25-SSA,ISLES22,0.804,untrained_pct
BraTS25-SSA,IXI,0.545,untrained_pct
BraTS25-SSA,MS-60,0.35555555555555557,untrained_pct
BraTS25-SSA,MSLesSeg,0.5166666666666667,untrained_pct
BraTS25-SSA,NFBS,0.0,untrained_pct
BraTS25-SSA,NSK-GBM,0.25,untrained_pct
BraTS25-SSA,OASIS-1,0.0,untrained_pct
BraTS25-SSA,OASIS-2,0.0,untrained_pct
BraTS25-SSA,UMF-PD,0.10975609756097561,untrained_pct
BraTS25-SSA,UPENN-GBM,0.29333333333333333,untrained_pct
BrainMetShare,3D-MR-MS,0.25,untrained_pct
BrainMetShare,BGSP,0.8755186721991701,untrained_pct
BrainMetShare,BraTS25-MEN,0.3933333333333333,untrained_pct
BrainMetShare,BraTS25-MET,0.36666666666666664,untrained_pct
BrainMetShare,BraTS25-SSA,0.16666666666666666,untrained_pct
BrainMetShare,BrainMetShare,1.0,untrained_pct
BrainMetShare,EPISURG,0.056666666666666664,untrained_pct
BrainMetShare,ISLES22,0.788,untrained_pct
BrainMetShare,IXI,0.085,untrained_pct
BrainMetShare,MS-60,0.3888888888888889,untrained_pct
BrainMetShare,MSLesSeg,0.19333333333333333,untrained_pct
BrainMetShare,NFBS,0.96,untrained_pct
BrainMetShare,NSK-GBM,0.20238095238095238,untrained_pct
BrainMetShare,OASIS-1,0.18666666666666668,untrained_pct
BrainMetShare,OASIS-2,0.026578073089700997,untrained_pct
BrainMetShare,UMF-PD,0.024390243902439025,untrained_pct
BrainMetShare,UPENN-GBM,0.2833333333333333,untrained_pct
MS-60,3D-MR-MS,0.2833333333333333,untrained_pct
MS-60,BGSP,0.7925311203319502,untrained_pct
MS-60,BraTS25-MEN,0.21,untrained_pct
MS-60,BraTS25-MET,0.17666666666666667,untrained_pct
MS-60,BraTS25-SSA,0.19,untrained_pct
MS-60,BrainMetShare,0.38666666666666666,untrained_pct
MS-60,EPISURG,0.6466666666666666,untrained_pct
MS-60,ISLES22,0.644,untrained_pct
MS-60,IXI,0.525,untrained_pct
MS-60,MS-60,1.0,untrained_pct
MS-60,MSLesSeg,0.49,untrained_pct
MS-60,NFBS,0.0,untrained_pct
MS-60,NSK-GBM,0.011904761904761904,untrained_pct
MS-60,OASIS-1,0.006666666666666667,untrained_pct
MS-60,OASIS-2,0.33554817275747506,untrained_pct
MS-60,UMF-PD,0.5,untrained_pct
MS-60,UPENN-GBM,0.24,untrained_pct
MSLesSeg,3D-MR-MS,0.475,untrained_pct
MSLesSeg,BGSP,0.008298755186721992,untrained_pct
MSLesSeg,BraTS25-MEN,0.37333333333333335,untrained_pct
MSLesSeg,BraTS25-MET,0.3933333333333333,untrained_pct
MSLesSeg,BraTS25-SSA,0.28,untrained_pct
MSLesSeg,BrainMetShare,0.31333333333333335,untrained_pct
MSLesSeg,EPISURG,0.1,untrained_pct
MSLesSeg,ISLES22,0.52,untrained_pct
MSLesSeg,IXI,0.515,untrained_pct
MSLesSeg,MS-60,0.3611111111111111,untrained_pct
MSLesSeg,MSLesSeg,1.0,untrained_pct
MSLesSeg,NFBS,0.992,untrained_pct
MSLesSeg,NSK-GBM,0.10714285714285714,untrained_pct
MSLesSeg,OASIS-1,0.0,untrained_pct
MSLesSeg,OASIS-2,0.0033222591362126247,untrained_pct
MSLesSeg,UMF-PD,0.2682926829268293,untrained_pct
MSLesSeg,UPENN-GBM,0.24333333333333335,untrained_pct
NSK-GBM,3D-MR-MS,0.25,untrained_pct
NSK-GBM,BGSP,0.0,untrained_pct
NSK-GBM,BraTS25-MEN,0.5166666666666667,untrained_pct
NSK-GBM,BraTS25-MET,0.5333333333333333,untrained_pct
NSK-GBM,BraTS25-SSA,0.45,untrained_pct
NSK-GBM,BrainMetShare,0.23333333333333334,untrained_pct
NSK-GBM,EPISURG,0.03,untrained_pct
NSK-GBM,ISLES22,0.176,untrained_pct
NSK-GBM,IXI,0.29,untrained_pct
NSK-GBM,MS-60,0.3333333333333333,untrained_pct
NSK-GBM,MSLesSeg,0.11333333333333333,untrained_pct
NSK-GBM,NFBS,0.008,untrained_pct
NSK-GBM,NSK-GBM,1.0,untrained_pct
NSK-GBM,OASIS-1,0.013333333333333334,untrained_pct
NSK-GBM,OASIS-2,0.006644518272425249,untrained_pct
NSK-GBM,UMF-PD,0.024390243902439025,untrained_pct
NSK-GBM,UPENN-GBM,0.33666666666666667,untrained_pct
UPENN-GBM,3D-MR-MS,0.4666666666666667,untrained_pct
UPENN-GBM,BGSP,0.7759336099585062,untrained_pct
UPENN-GBM,BraTS25-MEN,0.4,untrained_pct
UPENN-GBM,BraTS25-MET,0.4266666666666667,untrained_pct
UPENN-GBM,BraTS25-SSA,0.4766666666666667,untrained_pct
UPENN-GBM,BrainMetShare,0.006666666666666667,untrained_pct
UPENN-GBM,EPISURG,0.7833333333333333,untrained_pct
UPENN-GBM,ISLES22,0.0,untrained_pct
UPENN-GBM,IXI,0.67,untrained_pct
UPENN-GBM,MS-60,0.3333333333333333,untrained_pct
UPENN-GBM,MSLesSeg,0.33666666666666667,untrained_pct
UPENN-GBM,NFBS,0.016,untrained_pct
UPENN-GBM,NSK-GBM,0.3333333333333333,untrained_pct
UPENN-GBM,OASIS-1,0.03666666666666667,untrained_pct
UPENN-GBM,OASIS-2,0.029900332225913623,untrained_pct
UPENN-GBM,UMF-PD,0.3780487804878049,untrained_pct
UPENN-GBM,UPENN-GBM,1.0,untrained_pct
3D-MR-MS,3D-MR-MS,0.9916666666666667,medical_pct
3D-MR-MS,BGSP,0.9543568464730291,medical_pct
3D-MR-MS,BraTS25-MEN,0.46,medical_pct
